Date,AXP,AAPL,CAT,BA,CSCO,CVX,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
10/5/11,2309,27433,1369,2852,2934,1350,1611,2381,4029,6785,1815,6895,3969,1794,10307,3383,10848,1222,920,15004,7685,1618,3350,372,589,615,1970,1351,7599,6560
10/6/11,2241,395378,1432,2740,3305,1520,1423,7398,4605,6196,1513,13035,7056,1922,9838,3636,10168,1230,969,51739,9931,1557,3182,353,594,579,1962,1238,9061,32371
10/7/11,2308,157914,1250,2600,2783,1312,1183,3174,4614,5631,1345,10787,5637,1812,9053,3260,9093,1078,873,33494,7537,1679,2958,353,612,551,1947,1178,7685,14366
10/8/11,1522,79861,786,2296,2004,1026,875,2181,2775,4036,999,7327,4172,1142,6933,2217,8468,814,584,22062,5131,1015,2324,191,289,363,1302,1061,5864,9477
10/9/11,1607,54055,998,2142,1919,1150,1071,1999,2853,4037,1211,6009,3555,1360,8479,2163,8086,835,617,18135,5478,1166,2385,171,280,366,1313,954,6001,8109
10/10/11,2260,50675,1392,2640,3125,1233,1344,2340,6434,5161,1430,9193,4413,1668,9324,3107,9375,1256,888,23664,6467,1588,3124,287,576,610,1640,1217,7550,8414
10/11/11,2474,41203,1401,2572,3179,1384,1467,2538,4530,5769,1462,7673,4505,1833,10078,3419,9817,1271,1024,19524,7169,1649,3378,341,634,608,1913,1309,7733,7705
10/12/11,2221,38557,1281,2620,3623,1395,1482,2281,4312,5445,1519,6829,4686,1844,10431,3617,9325,1323,1056,19359,7325,1689,3593,311,625,569,1876,1214,7454,7128
10/13/11,2360,37469,1378,2699,3444,1390,1453,2359,4188,5337,1474,8267,5041,1864,9761,3754,9989,1235,993,19108,7290,1681,3455,391,663,603,1892,1282,10033,7148
10/14/11,2096,34255,1290,2518,2815,1267,1340,2196,3798,5291,1490,7184,5817,1699,9075,3307,9226,1208,863,18868,6291,1569,2932,377,718,613,1856,1167,7705,6897
10/15/11,1494,23379,964,2070,1784,832,827,1539,2794,3998,1081,4757,3249,1192,6415,2166,6551,777,617,14424,4427,1089,2121,169,392,321,1309,910,5307,5773
10/16/11,1580,22235,977,1984,1714,933,1013,1677,2681,4295,1335,4900,3198,1200,7218,2285,7306,817,563,12990,5465,1099,2342,173,266,385,1245,971,5784,6220
10/17/11,2217,28814,1386,2642,3249,1296,1435,2345,4008,5520,1976,7308,4168,1857,9551,3292,9731,1188,948,17864,6984,1667,3243,349,575,637,1819,1333,8217,6772
10/18/11,2573,26786,1328,2754,3073,1308,1524,2462,4009,7786,1802,7606,4226,2085,9853,3509,10270,1308,984,18005,7080,1668,3419,347,654,644,1796,1260,8073,6357
10/19/11,2272,26884,1424,2753,3202,1292,1637,2454,3957,6898,1639,7354,4608,2152,9577,3919,10446,1191,991,18414,7240,1785,3113,412,699,633,2059,1363,7905,6293
10/20/11,2299,23687,1415,2602,2824,1361,1438,2255,3705,5624,1364,6949,4257,1973,8684,3618,10010,1153,1001,17781,6881,1642,3101,377,666,603,1900,1348,7502,7844
10/21/11,2079,22625,1250,2377,2478,1120,1317,2164,3685,4670,1318,6692,3797,1607,8163,3105,9095,1027,834,16558,5834,1434,2608,312,665,595,1889,1128,6991,17109
10/22/11,1384,14797,819,1830,1460,835,749,1418,2467,3237,1037,3849,2969,1027,5820,2081,6321,657,506,11993,3631,913,1890,165,286,311,1350,784,4941,5403
10/23/11,1527,18043,1004,1903,1604,831,845,1519,2666,4027,1194,4259,2900,1141,7387,2115,7022,754,567,12698,4728,1163,2191,169,274,327,1130,853,5559,5474
10/24/11,2070,24823,2233,2361,2462,1256,1381,2280,3706,4474,1344,5702,3782,1635,9498,3139,9514,1139,868,16099,6595,1525,3049,329,599,534,1655,1321,7260,6033
10/25/11,2156,23055,1712,2668,2611,1536,1608,2218,3923,4668,1407,6987,3913,1846,9585,3234,9083,1474,983,15666,6572,1684,3056,313,623,518,1805,1480,7097,6009
10/26/11,2440,24646,1544,6737,2707,1582,1707,2440,4145,6998,1545,11345,4384,1884,10351,3479,10033,1403,1031,16949,7053,1695,3660,370,683,652,1789,1506,7819,6681
10/27/11,2384,24222,1440,9063,2623,1562,1704,3873,3981,6253,2812,8707,4429,1859,10645,3569,9996,1319,995,17244,7287,1721,3489,485,701,687,1904,1515,7910,6500
10/28/11,2136,21329,1322,4908,2580,1487,1371,2431,3594,4981,1438,7052,4147,1634,8763,3045,8322,1138,936,16749,5950,1415,2813,311,598,598,1782,1277,7224,5942
10/29/11,1511,16340,938,2763,1723,971,933,1559,2613,3918,1174,4723,3031,1170,6749,2350,7447,754,663,13721,4414,1117,2179,193,304,365,1246,914,5595,5520
10/30/11,1524,18738,974,2354,1813,1030,1089,1805,2745,3835,1352,4954,3289,1348,8022,2305,7840,906,630,13884,5395,1508,2489,188,309,333,1324,847,6048,5965
10/31/11,2266,23584,1441,3175,2794,1418,1522,2277,3773,6106,1567,6313,4128,1803,9847,3610,9998,1411,885,16329,7775,1692,3360,329,635,523,1870,1215,7639,7475
11/1/11,2295,22572,1392,3326,3013,1341,1608,2261,3917,6644,1540,6190,4320,2129,10265,3654,10084,1297,980,16247,7080,1999,3344,371,686,578,1850,1420,7820,6098
11/2/11,2621,22723,1419,3859,3068,1478,1796,2400,4228,6795,1539,6744,4853,2146,11179,3989,10791,1323,1031,17066,7667,2018,3567,380,725,586,2011,1736,8722,6571
11/3/11,2684,24593,1468,3182,2951,1441,1669,2448,4148,6686,1580,6518,4499,2374,11167,4010,10669,1321,1060,17219,7722,2019,3400,374,706,603,2004,1521,8360,6568
11/4/11,2388,21022,1382,2745,2499,1417,1447,2039,3703,5821,1667,6296,4337,1813,9707,3448,9804,1088,818,16674,6611,1712,3021,312,590,505,1867,1328,7419,6175
11/5/11,1666,14927,901,2217,1760,937,1033,1477,2584,4330,1239,4488,3445,1199,6892,2429,7066,875,591,13468,4587,1107,2205,186,344,317,1268,949,5936,5439
11/6/11,1828,16967,1109,2289,1703,1022,1234,1709,2752,4481,1337,4946,3411,1416,8323,2395,8513,856,621,13836,5775,1230,2547,200,344,376,1323,1042,7163,6480
11/7/11,2446,22557,1395,3062,2800,1410,1668,2256,4471,5474,1639,6583,4277,2020,11055,3604,12010,1246,1041,16639,7904,2071,3728,345,634,622,2020,1394,8798,7004
11/8/11,2604,21359,1498,3116,2982,1400,1735,2442,4293,5053,2014,6624,4249,2066,10954,3844,10966,1393,1073,16888,7817,1948,3572,358,713,631,1927,1437,8855,6717
11/9/11,2671,20167,1398,2794,3085,1446,1649,2338,4034,5549,1770,6389,4224,2146,11309,3942,11224,1195,1070,16358,7657,1866,3506,421,735,652,1966,1461,9112,6318
11/10/11,2559,20073,1529,2695,3361,1525,1543,2229,3969,5924,1729,6680,4094,1872,10645,3919,10560,1251,1080,16413,7393,1841,3407,353,706,565,2016,1355,9180,6590
11/11/11,2197,17284,1418,2494,2654,1237,1301,2021,3457,4751,1459,5636,3807,1721,8847,3510,9255,995,1197,14805,5907,1614,2969,322,578,498,1739,1150,8042,6412
11/12/11,1671,13169,1234,2396,1895,997,988,1650,2602,4293,1210,4506,3390,1166,7919,2194,7913,752,834,13085,4776,1163,2443,177,349,343,1307,952,6403,5657
11/13/11,1556,15745,1279,3584,1894,1047,1124,1856,3214,5122,1339,4941,3380,1385,8909,2383,8602,826,742,13674,8228,1238,2611,173,393,385,1436,1065,6961,6254
11/14/11,2434,20650,1577,5052,3087,1632,1600,2405,4192,6405,1726,8933,4801,2251,12398,3685,10904,1210,1244,16601,8346,2073,3495,358,676,669,2048,1562,9339,7197
11/15/11,2702,21145,1489,3960,3229,1619,1562,2409,4152,7315,1664,9605,5134,2028,12097,3253,11623,1248,1148,17030,8159,1864,3599,359,656,595,2122,1599,9230,6803
11/16/11,2827,22130,1610,3254,2882,1567,1568,2325,4100,7301,1646,7203,4907,1940,11174,3252,10887,1307,1110,16566,8283,1759,3442,420,687,593,2203,1474,9267,6726
11/17/11,2583,19592,1505,4081,2891,1528,1517,2511,3998,6994,1522,6594,4711,1825,11333,3366,10673,1317,1091,16514,7710,1834,3338,399,661,606,1991,1553,8897,6739
11/18/11,2310,17180,1295,3934,2554,1460,1314,1910,3880,6290,1477,6015,4092,1669,10173,2904,9439,1081,907,15502,6520,1537,2919,347,545,612,1829,1258,7835,6936
11/19/11,1678,12621,1060,2731,1871,1203,943,1587,2709,4989,1116,4468,3218,1208,7264,1977,7160,784,643,13352,4459,1095,3108,254,343,330,1205,980,5907,5470
11/20/11,1680,14786,1026,2730,2212,1214,1167,1687,2819,5667,1186,4809,3390,1448,8597,2202,8386,798,641,13879,6989,1301,5469,148,264,357,1358,1074,7123,6018
11/21/11,2564,19543,1391,3150,3218,1967,1450,2172,3975,6781,1762,6433,4140,1873,11698,3063,10510,1194,1007,16657,7853,1757,4553,361,543,596,1710,1512,8820,6832
11/22/11,2809,19562,1543,3184,2824,1878,1493,2416,4018,6182,1874,6425,4382,1927,11121,3065,10309,1182,1422,16340,7288,2234,3907,386,642,551,1861,1599,9095,6420
11/23/11,2432,17813,1416,2742,2689,1549,1562,2081,3700,5263,1670,6081,4059,1745,9686,2853,9302,1205,1673,15299,6277,1666,3162,290,533,525,1836,1450,8780,6130
11/24/11,1938,15476,1223,2437,2482,1543,1261,1713,3122,4238,1369,5996,3897,1371,9061,2515,8921,1104,1159,14813,5694,1385,2831,174,385,415,1513,1275,11081,5663
11/25/11,1931,14403,1138,2363,2063,3293,1102,1651,2905,3888,1476,5219,3538,1337,8237,2376,7668,942,1414,14036,5219,1223,2534,198,431,421,1559,1228,16675,5684
11/26/11,1908,12740,1048,1999,1824,987,906,1451,2766,3866,1469,4547,3245,1187,7608,2091,7049,786,1000,12974,5126,1312,2248,157,372,357,1288,917,11867,5399
11/27/11,2163,17043,1080,2644,1885,1345,1144,1955,2905,4940,1665,4958,3373,1468,8923,2299,8012,918,1079,13551,6097,1420,2495,174,337,553,1583,1179,10805,6064
11/28/11,2563,19789,1449,2807,2996,1458,1584,2390,4092,5052,1988,6814,4224,1822,11158,3292,10534,1240,1342,12733,8186,1836,3387,391,660,614,2089,1427,14655,6548
11/29/11,2846,20299,1513,3318,3158,1674,1631,2478,4538,5699,1875,7010,4535,2176,11656,3725,10812,1316,2048,9606,8409,2183,3347,396,688,677,2330,1668,14501,6871
11/30/11,2582,19887,1562,3096,2769,1518,1550,2672,4025,5681,1754,6701,5795,1971,10916,3700,10518,1218,1289,9212,8067,2488,3569,379,704,530,2102,1395,13766,6276
12/1/11,2619,18940,1589,3443,2705,1534,1484,2470,4106,5440,1642,5993,4093,1865,11326,3670,11259,1162,1106,9327,8240,2280,3553,328,631,526,2041,1429,15530,6314
12/2/11,2345,16241,1441,2833,2639,1424,1288,2140,3848,4966,1445,5402,4090,1653,12086,3099,8967,1110,980,7603,6905,1829,2951,324,563,528,2003,1098,11554,5789
12/3/11,1699,12108,1066,2279,2038,1046,909,1545,2710,3733,1386,4242,3067,1226,8801,2163,8058,758,657,5838,5198,1280,2158,180,349,396,1465,948,8524,5613
12/4/11,1718,16184,1070,2772,1774,1282,1048,1741,3170,4326,1422,4969,3339,1381,10467,2240,8133,897,665,6596,5972,1301,2405,159,360,377,1532,1041,8767,6310
12/5/11,2420,19980,1643,3228,2722,1539,1636,2383,4070,5355,1620,6332,4269,1950,12141,3238,10723,1378,1035,8893,8390,1933,3289,354,673,599,2060,1368,10532,7508
12/6/11,2375,18963,1555,3521,2833,1542,1539,2317,4294,5744,1620,6531,4321,1898,11751,3396,11142,1301,1048,11943,8323,1751,3279,371,748,626,2125,1547,10447,7809
12/7/11,2594,18039,1487,3029,2755,1392,1695,2230,4076,5745,1548,6142,4163,1854,11739,3484,10130,1240,1004,10537,8209,1962,3222,377,708,554,2282,1429,10377,6977
12/8/11,2385,17595,1521,2782,2716,1320,1469,2060,3898,6189,1442,5870,4024,1855,12766,3507,10029,1122,964,16450,7718,1858,2921,332,636,622,2084,1334,9663,6648
12/9/11,2100,16102,1228,2931,2491,1273,2099,1993,3675,5375,1306,5709,3585,1485,14204,2984,9180,1107,832,14186,6512,1523,2816,327,651,540,1799,1283,8567,5986
12/10/11,1489,12358,970,2913,1717,946,988,1509,2678,3751,1216,4253,2991,1083,9273,2122,6427,768,498,10140,4292,1095,2343,185,353,338,1244,917,6929,5664
12/11/11,1687,15562,1012,2576,1819,1008,1092,1588,2836,4339,1205,4630,9285,1227,9687,2194,7668,804,631,13407,5273,1182,2434,167,325,362,1276,1047,7452,6283
12/12/11,2385,22500,1426,2826,3004,1320,1712,2209,3730,5819,1757,6747,66620,1631,11528,3139,9783,1188,892,16859,7525,1663,3159,314,568,534,2013,1300,9457,6899
12/13/11,2344,18649,1561,3273,2771,1359,1481,2112,3760,5863,2565,5968,9683,1780,10969,3481,9463,1172,973,15991,7253,1844,2960,379,708,566,2235,1333,9197,6803
12/14/11,2374,20345,1379,3111,2655,1440,1420,2340,3677,5154,1787,6494,4687,1638,10393,3100,9048,1174,921,15804,6872,1683,2701,296,530,561,1833,1357,8294,6795
12/15/11,2186,18838,1343,2884,2557,1562,1303,2296,3487,4736,1518,6278,3996,1473,9741,3335,8597,960,884,15386,6589,1492,2645,357,572,535,1700,1213,8955,6082
12/16/11,1936,15035,1189,2586,2222,1191,1190,1746,2915,4022,1471,5713,3459,1317,8241,2694,7083,943,861,14403,5138,1370,2222,307,487,503,1645,1225,7994,5870
12/17/11,1408,15094,953,2210,1508,845,862,1336,2234,2953,946,4141,3675,913,6250,1707,5514,642,494,11647,3683,916,1700,189,329,342,1251,867,5911,4872
12/18/11,1415,12800,970,2022,1511,865,1147,1383,2297,3168,902,4081,2742,1024,7516,1777,6384,640,538,12439,4148,1113,1991,212,288,310,1117,1006,5839,5270
12/19/11,1879,15436,1265,2457,2622,1123,1148,1894,3120,4029,1125,6002,3264,1400,8552,2666,7479,1053,806,14069,5291,1498,2481,305,547,495,1658,1192,7485,5864
12/20/11,1983,15788,1387,2416,2525,1083,1175,1717,3312,4300,1728,5803,3409,1322,7968,3000,7188,949,803,14601,4990,1420,2398,278,600,485,2071,1245,6944,5509
12/21/11,1956,13158,1167,2472,2172,1063,1114,1700,2982,4338,1182,5945,3329,1278,7485,2927,6649,894,731,13840,4858,1398,2217,320,535,519,1760,1207,6848,5311
12/22/11,1960,13196,1096,2351,2022,1038,1023,1546,2696,3719,1128,4547,3115,1212,7026,2378,6231,830,671,12946,4668,1316,2027,258,504,408,1545,1432,6434,5031
12/23/11,1800,10800,912,2016,1392,864,576,1608,1824,3984,1248,3912,2808,1128,6096,2184,5952,840,456,11712,4560,1080,1776,72,408,456,1176,984,6720,6384
12/24/11,1800,10800,912,2016,1392,864,576,1608,1824,3984,1248,3912,2808,1128,6096,2184,5952,840,456,11712,4560,1080,1776,72,408,456,1176,984,6720,6384
12/25/11,1800,10800,912,2016,1392,864,576,1608,1824,3984,1248,3912,2808,1128,6096,2184,5952,840,456,11712,4560,1080,1776,72,408,456,1176,984,6720,6384
12/26/11,1775,11704,953,2034,1472,878,757,1557,2021,3856,1305,4107,2895,1072,6385,2182,6357,787,546,12006,4549,1144,1896,128,407,435,1221,988,6817,6325
12/27/11,1862,12870,1086,2032,1793,1031,1013,1482,2696,3302,1340,5647,3176,1058,6094,2187,5981,861,621,12829,4901,1105,1905,265,424,399,1294,1107,6715,5320
12/28/11,1895,12601,1136,2155,2161,1055,1074,1594,2820,3474,1209,4748,3187,1246,6439,2289,6118,879,652,12779,5210,1474,1976,334,515,402,1467,1194,6657,5469
12/29/11,1741,12504,1102,2343,2152,1079,1057,1592,2797,3401,1454,4712,3237,1298,6171,2168,6522,810,612,11702,4798,1326,1939,297,463,394,1563,1140,6213,5467
12/30/11,1700,12467,1083,2514,1684,991,912,1510,2637,3459,1254,4804,2972,1162,6282,2133,6365,747,662,12792,4558,1232,1912,255,514,429,1958,1377,6056,5163
12/31/11,1304,10749,974,2371,1217,746,711,1090,2060,2575,995,3778,2602,833,5353,1551,5095,615,390,12058,3963,887,1502,199,302,338,1428,971,5356,5244
1/1/12,1085,10599,805,1811,1157,2322,702,1111,1876,2491,944,4095,2323,814,5785,1296,5605,533,387,11607,3465,897,1404,157,204,272,1067,739,4499,5529
1/2/12,1804,13751,1435,2303,1834,1087,1058,2047,2989,3582,1201,7326,3211,1225,7357,1970,7266,791,610,13898,6327,1210,1999,234,336,448,1310,1076,5815,5982
1/3/12,2064,15792,1450,2379,2378,1264,1304,2280,3110,4294,1373,5961,3569,1552,7673,2567,7454,1150,822,14022,9919,1516,2911,306,543,569,1597,1386,6735,6156
1/4/12,2325,21045,1556,3331,2588,1833,1344,2099,3426,4782,1449,6149,3868,1597,8326,2709,8212,1194,969,14681,6380,1664,2620,348,591,609,1672,1380,6626,5859
1/5/12,2324,16093,1541,3952,2741,1613,1325,2272,3879,4581,1479,6526,3901,1584,8595,2848,8552,1231,973,15078,6356,1590,2759,591,661,605,1716,1404,6833,5965
1/6/12,2192,15260,1522,2925,2548,1350,1273,1914,3204,4654,1392,5563,3463,1648,7848,2851,9014,1118,900,14735,6163,1511,2484,343,612,527,1681,1384,6575,6124
1/7/12,1535,11701,1131,2617,1820,1065,925,1549,2616,3680,1102,4299,2918,1072,6453,1936,6230,770,534,12889,4559,1055,1970,202,344,418,1176,932,5624,5629
1/8/12,1625,12762,1129,2368,1675,1053,968,1573,2893,4048,1193,4781,2754,1181,7756,2013,7668,838,554,13184,5031,1091,2137,207,325,381,1221,1080,5976,6062
1/9/12,2367,15847,1534,2817,2470,1390,1433,2201,3598,4837,1537,6221,3867,1735,8984,3041,9329,1128,966,15148,6823,1614,2745,320,588,509,1721,1464,7084,6317
1/10/12,2479,17994,1548,2940,2812,1691,1489,2302,3773,4724,1498,6334,4245,1763,9634,3064,9517,1188,1008,16264,7249,1797,2845,378,669,623,1900,1466,7414,6162
1/11/12,2669,18485,1623,3158,3084,1581,1540,2286,3965,5423,1568,6614,4888,1742,9809,3072,9603,1212,1015,16768,6911,1854,3103,352,696,629,1777,1552,7427,6166
1/12/12,2472,17343,1605,2825,3226,1563,1680,2227,3791,5474,1735,6486,4318,1912,9837,3289,9863,1195,1082,16339,7279,1851,2977,394,779,603,1755,1563,7669,6609
1/13/12,2306,16975,1882,2688,2714,1416,1386,1947,3383,4970,1720,5984,3910,1698,9019,3558,9291,1103,1172,15687,6264,2176,2746,370,602,545,1664,1291,6910,6110
1/14/12,1491,11560,1096,2147,1933,1094,1042,1488,2496,3888,1201,4538,3053,1130,6704,2351,6943,844,582,13689,4525,1911,2056,221,384,373,1201,975,5613,5484
1/15/12,1677,12619,1143,2251,1807,1056,1010,1549,2528,3837,1102,5059,3058,1207,7399,2262,7725,855,621,11040,5261,1394,2223,201,364,352,1308,1062,5748,6069
1/16/12,2298,15522,1461,2543,2531,1423,1357,1923,3612,4632,1390,5847,3673,1566,9177,2847,9223,1154,830,15047,6566,1721,2849,301,600,549,1609,1471,7004,6535
1/17/12,2668,17678,1569,3123,3010,1637,1530,2169,4069,5138,1583,6197,3853,1745,9992,3149,9976,1251,957,15808,7405,1872,3023,358,817,592,1871,1586,7578,6648
1/18/12,2636,23920,1243,3030,3603,1277,1208,1616,3470,6709,1769,7238,4969,1596,10380,2653,10540,1156,861,18409,7210,1873,2499,343,593,427,1805,1480,7922,6579
1/19/12,2416,20745,1369,2844,3016,1366,1422,2237,3758,5895,1545,6519,4027,1735,10016,3142,9697,1255,975,16482,8053,1941,2829,365,756,591,1884,1578,7853,6389
1/20/12,2282,18343,1466,2859,2688,1416,1318,2454,4042,4798,1403,6802,4504,1706,8844,3185,9266,1174,963,16660,7076,1791,2749,372,789,612,1621,1509,7533,6281
1/21/12,1745,12129,1107,2264,2088,1199,1029,1680,2926,3586,1427,4933,3266,1195,6655,1996,6571,760,612,13983,5054,1323,2178,243,469,403,1236,1252,5661,6365
1/22/12,1852,13365,1239,2593,2087,1193,979,1803,2867,3856,1357,5754,3309,1257,7921,2259,7525,831,651,13578,5863,1303,2295,219,367,348,1241,1066,5867,6260
1/23/12,2278,17562,1554,2920,2963,1522,1409,2304,3550,4644,1632,7036,4021,1666,9579,2886,9721,1263,991,15425,7439,1717,3397,308,597,586,1791,1395,7509,6217
1/24/12,2561,18699,1562,3058,3826,1770,1702,2512,4024,5090,1672,6751,4116,2162,9838,3276,11069,1218,1183,15244,7589,2004,3153,448,645,799,2017,1525,8162,6475
1/25/12,2438,25649,1574,3450,3065,1599,1676,3678,4240,4673,1492,8108,4277,1908,9211,3107,10646,1397,1076,16907,10293,1897,3293,390,705,730,1937,1470,7966,6391
1/26/12,2293,21186,2049,3255,3072,1463,1427,3134,3917,4374,1559,6320,4085,1778,9546,3044,9943,1309,1007,16392,9190,1800,3191,333,570,591,1876,1430,7582,6318
1/27/12,2296,18060,2039,2871,2787,1557,1401,2467,3751,4500,1394,6081,3856,1614,8727,2869,9091,1375,916,15639,10605,1686,2877,346,575,630,1880,1385,7017,6155
1/28/12,1806,13546,1199,2339,1984,1069,938,1904,2477,3896,1087,4687,2931,1226,6773,2058,7347,776,608,13170,5367,1247,2225,219,374,357,1459,1151,5610,5608
1/29/12,1725,14950,1160,2516,1904,1118,1063,1963,3091,3865,1198,4721,3175,1273,7989,2034,7919,840,640,13437,6287,1259,2447,226,371,398,1170,1089,6093,6142
1/30/12,2690,18824,1718,3079,3239,1560,1521,2625,4757,5033,1615,6413,4046,1962,9983,3179,9997,1413,1243,15782,8389,1925,3253,402,616,601,1843,1517,7837,6507
1/31/12,2544,18723,1706,3021,3179,1556,1517,3050,4130,4807,1696,6478,4175,2018,11300,3124,10320,1656,1143,11645,7540,1996,3340,376,701,607,1751,1585,7729,6964
2/1/12,2495,18116,1697,3141,3179,1588,1584,2824,4060,5403,2121,6812,4279,2054,11204,3223,10678,1428,1158,16057,7981,3179,3360,414,687,687,1829,1737,8005,6510
2/2/12,2557,18245,1706,2988,3315,1702,1624,2829,4052,5201,1933,6412,4158,2048,10699,3218,10163,1280,1196,15147,7580,3241,3603,386,638,664,1800,1859,7940,6271
2/3/12,2204,16500,1869,2678,2813,1449,1311,2235,3495,4052,1456,6049,3806,1684,9421,2883,9012,1200,964,15750,6875,1935,3066,318,628,549,1795,1457,7043,6154
2/4/12,1701,12365,1790,2269,1816,1007,1063,1610,2686,3223,1266,4938,3130,1189,7197,1896,6756,759,652,10580,4909,1294,2164,209,368,372,1315,1023,5664,5530
2/5/12,1937,13106,1690,2380,1774,1117,1038,1918,2663,3477,1115,5007,3020,1303,8122,1965,7682,853,672,6964,5590,1285,2403,202,330,359,1281,1120,5881,6130
2/6/12,2245,16667,2415,2835,2657,1516,1505,2362,5917,4293,1455,6239,3646,1860,11410,2704,9347,1287,1070,7999,7746,1712,3150,342,589,609,1716,1467,7214,6653
2/7/12,2398,19737,2101,3071,3213,1608,1605,2715,4317,4416,1777,6557,3790,1956,10738,3035,9872,1345,1208,9539,8365,1928,3393,410,631,623,1846,1497,7879,6875
2/8/12,2339,17736,1980,3358,3302,1510,1518,2558,4246,4477,1879,6751,3947,1935,10723,3083,9928,1556,1206,9320,8533,1970,3303,449,742,701,1959,1542,8046,6871
2/9/12,2423,17476,1899,3069,3759,1528,1495,2451,4223,4561,1717,7208,3928,1892,10409,3167,10029,1449,1103,15633,8061,1894,3225,436,719,635,1893,1552,7635,6349
2/10/12,2387,17225,1909,2849,2972,1280,1480,2242,3963,3836,1528,6215,3731,1657,8922,3106,8912,1192,947,15015,6850,1688,2782,304,633,607,1692,1418,7203,6124
2/11/12,1596,11924,1371,2449,1897,1054,978,1584,2818,3082,1212,4756,2856,1260,6595,1953,6893,825,595,11796,4752,1207,2193,212,347,420,1173,1034,5793,5637
2/12/12,1620,12892,1247,2502,1928,1134,1050,1617,2862,3452,1235,4742,2924,1418,8435,2082,7713,797,636,12966,5711,1224,2401,174,358,437,1139,975,7686,6507
2/13/12,2414,17730,1769,2923,2956,1519,1614,2507,4517,5016,1666,6332,3676,1844,9707,2907,9511,1203,1017,14927,7123,1808,3342,361,678,677,1779,1388,7551,6439
2/14/12,2185,18303,1767,3385,2987,1409,1574,2522,3999,4695,1567,6744,3904,1723,9328,2963,8756,1237,1015,15112,7064,1786,3033,322,712,586,2077,1466,7232,5985
2/15/12,2228,17953,1785,3712,3123,1506,1604,2418,3976,4547,1472,6174,3705,1925,9433,2903,8881,1298,1140,15142,7367,1769,4474,359,741,658,1700,1445,7889,6051
2/16/12,2331,18389,1924,3737,3283,1605,1657,2499,4268,4768,1552,6381,3855,1853,10056,3016,9281,1338,1174,9832,7529,1901,4108,404,697,797,1784,1538,7795,6080
2/17/12,2331,16084,1932,6923,3035,1330,1447,2350,3969,4435,1612,5503,3560,1825,9073,2689,8161,1297,1043,14796,6588,1701,3045,371,585,624,1785,1422,7132,6478
2/18/12,1496,11993,1595,5157,1909,1078,975,1729,2807,3368,1364,4420,2889,1102,6873,1774,6979,898,643,13128,5064,1883,2334,207,336,408,1206,972,5673,6623
